,date,close,ROI,EMA_5,EMA_10,EMA_15,EMA_20,EMA_50,Entry_signal_long_7,Exit_signal_long_7,LONG,SHORT,account_value,cash_flow,shares_long,shares_short
134,2021-01-15,12803.93,-0.0073464824722511155,12878.434983584466,12865.552348611447,12829.054932461302,12781.805126229918,12460.6358279767,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
135,2021-01-19,12996.54,0.01504303756737202,12917.803322389644,12889.368285227549,12849.99056590364,12802.256066588972,12481.651677859963,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
136,2021-01-20,13296.45,0.02307614180389539,13044.018881593098,12963.383142458904,12905.797995165683,12849.322155485259,12513.604553238009,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
137,2021-01-21,13404.99,0.008163081123156779,13164.342587728734,13043.675298375469,12968.196995769975,12902.242902581904,12548.56084526789,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
138,2021-01-22,13366.4,-0.002878778723445552,13231.695058485826,13102.352516852654,13017.972371298729,12946.448340431247,12580.63296898287,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
139,2021-01-25,13483.29,0.008745062245630875,13315.560038990547,13171.613877424898,13076.137074886385,12997.576117533032,12616.031283924724,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
140,2021-01-26,13490.19,0.0005117445371269902,13373.770025993701,13229.536808802188,13127.893690525589,13044.491725387028,12650.31201788846,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
141,2021-01-27,13112.65,-0.027986262610089296,13286.730017329135,13208.28466174724,13125.988229209888,13050.982989635879,12668.442919147737,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
142,2021-01-28,13201.53,0.0067781874754531115,13258.330011552758,13207.05654142956,13135.430950558652,13065.32080014675,12689.348294867432,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
143,2021-01-29,12925.38,-0.020918029955618863,13147.346674368506,13155.842624806,13109.17458173882,13051.99310489468,12698.604440166753,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
144,2021-02-01,13248.9,0.025029825041894327,13181.197782912337,13172.762147568545,13126.640259021468,13070.746142523758,12720.184658199423,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
145,2021-02-02,13456.12,0.015640543743254298,13272.83852194156,13224.281757101535,13167.825226643785,13107.448414664354,12749.0448676818,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
146,2021-02-03,13402.37,-0.003994464972072231,13316.015681294375,13256.66143762853,13197.14332331331,13135.536184696315,12774.665461106046,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
147,2021-02-04,13560.89,0.01182775882176057,13397.640454196253,13311.97572169607,13242.611657899146,13176.046071868095,12805.497795964631,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
148,2021-02-05,13603.96,0.003176045230069757,13466.413636130836,13365.063772296784,13287.780200661753,13216.799779309229,12836.810039260137,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
149,2021-02-08,13695.02,0.0066936392050551685,13542.615757420557,13425.055813697369,13338.685175579034,13262.344562232158,12870.465331838172,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
150,2021-02-09,13687.08,-0.0005797727933219976,13590.77050494704,13472.696574843301,13382.234528631652,13302.795556305287,12902.489436471968,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
151,2021-02-10,13655.27,-0.0023240895793696925,13612.27033663136,13505.891743053608,13416.363962552698,13336.36455094288,12932.010242884831,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
152,2021-02-11,13734.35,0.0057911707348152755,13652.963557754241,13547.429607952952,13456.112217233609,13374.267927043556,12963.474547085427,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
153,2021-02-12,13807.7,0.005340624055743426,13704.542371836165,13594.751497416053,13500.06069007941,13415.547172087026,12996.581427591882,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
154,2021-02-16,13773.77,-0.002457324536309425,13727.618247890776,13627.300316067678,13534.274353819485,13449.663631888265,13027.059410823571,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
155,2021-02-17,13699.71,-0.005376886647591839,13718.31549859385,13640.465713146279,13554.953809592049,13473.477571708429,13053.437865301079,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
156,2021-02-18,13637.51,-0.004540242092715753,13691.3803323959,13639.928310756048,13565.27333339304,13489.099707736197,13076.342654897117,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
157,2021-02-19,13580.78,-0.004159850295251788,13654.513554930601,13629.174072436765,13567.211666718911,13497.831164142273,13096.124511567818,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
158,2021-02-22,13223.74,-0.026290095266987668,13510.922369953736,13555.458786539173,13524.277708379048,13471.727243747771,13101.129040525942,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
159,2021-02-23,13194.71,-0.0021952942208482984,13405.518246635826,13489.868098077504,13483.081744831667,13445.344649105124,13104.798882073943,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
160,2021-02-24,13302.19,0.008145688688876218,13371.075497757216,13455.744807517956,13460.470276727707,13431.710872999873,13112.53971022791,0,0,1,0,98968.17290030637,0,0.08279468491240737,0
161,2021-02-25,12828.31,-0.03562420924674814,13190.15366517148,13341.6657516056,13381.450242136743,13374.24412319036,13101.393447081717,0,1,0,0,100030.28878471506,1062,0.0,0
162,2021-02-26,12909.44,0.006324293691063021,13096.582443447649,13263.079251313671,13322.448961869652,13329.977063838898,13093.865860921647,0,0,0,0,100030.28878471506,0,0.0,0
163,2021-03-01,13282.95,0.028933090823459517,13158.704962298436,13266.692114711186,13317.511591635945,13325.49829585424,13101.280925199231,0,0,0,0,100030.28878471506,0,0.0,0
164,2021-03-02,13059.95,-0.0167884393150618,13125.786641532293,13229.10263930915,13285.31639268145,13300.207981963362,13099.660104603183,0,0,0,0,100030.28878471506,0,0.0,0
165,2021-03-03,12683.33,-0.02883778268676385,12978.301094354863,13129.871250343853,13210.06809359627,13241.45769796685,13083.333433834428,0,0,0,0,100030.28878471506,0,0.0,0
166,2021-03-04,12464.0,-0.01729277721229361,12806.867396236577,13008.803750281333,13116.809581896736,13167.414107684292,13059.045848193864,0,0,0,0,100030.28878471506,0,0.0,0
167,2021-03-05,12668.51,0.016408055198973148,12760.748264157715,12946.932159321088,13060.772134159644,13119.89943076198,13043.730716892143,0,0,0,0,100030.28878471506,0,0.0,0
168,2021-03-08,12299.08,-0.029161282581771638,12606.858842771811,12829.140857626346,12965.560617389687,13041.72615164179,13014.528727994411,0,0,0,0,100030.28878471506,0,0.0,0
169,2021-03-09,12794.49,0.040280248603960615,12669.402561847875,12822.84070169428,12944.176790215977,13018.179851485427,13005.899758269143,0,0,0,0,100030.28878471506,0,0.0,0
170,2021-03-10,12752.07,-0.0033154897147131823,12696.958374565249,12809.973301386228,12920.16344143898,12992.836056105863,12995.945650101728,0,0,0,0,100030.28878471506,0,0.0,0
171,2021-03-11,13052.9,0.02359067978767371,12815.605583043503,12854.141792043276,12936.755511259109,12998.55643171483,12998.179154019306,0,0,0,0,100030.28878471506,0,0.0,0
172,2021-03-12,12937.29,-0.008857035601283925,12856.167055362337,12869.259648035408,12936.822322351722,12992.721533456272,12995.791344057763,0,0,0,0,100030.28878471506,0,0.0,0
173,2021-03-15,13082.54,0.0112272353792795,12931.624703574893,12908.037893847151,12955.037032057757,13001.275673127104,12999.193252133933,0,0,0,0,100030.28878471506,0,0.0,0
174,2021-03-16,13152.28,0.005330769101413058,13005.17646904993,12952.445549511303,12979.692403050538,13015.65703759119,13005.196654011033,0,0,0,0,100030.28878471506,0,0.0,0
175,2021-03-17,13202.38,0.003809225472693578,13070.910979366621,12997.888176872886,13007.528352669222,13033.44017686822,13012.929334245897,0,0,0,0,100030.28878471506,0,0.0,0
176,2021-03-18,12789.14,-0.03130041704601748,12976.987319577749,12959.933962895997,12980.229808585571,13010.17349335696,13004.153281922527,0,0,0,0,100030.28878471506,0,0.0,0
177,2021-03-19,12866.99,0.0060871958552335395,12940.321546385163,12943.035060551267,12966.074832512373,12996.536970180108,12998.774329690272,0,0,0,0,100030.28878471506,0,0.0,0
178,2021-03-22,13086.51,0.01706071116865715,12989.051030923445,12969.121413178309,12981.129228448326,13005.105830162956,13002.214944212219,0,0,0,0,100030.28878471506,0,0.0,0
179,2021-03-23,13017.79,-0.005251209069492169,12998.630687282295,12977.970247145891,12985.711824892285,13006.313846337913,13002.825730713703,0,0,0,0,100030.28878471506,0,0.0,0
180,2021-03-24,12798.88,-0.01681621842109926,12932.047124854866,12945.408384028453,12962.35784678075,12986.558241924778,12994.827858921008,0,0,0,0,100030.28878471506,0,0.0,0
181,2021-03-25,12780.51,-0.0014352818371606846,12881.534749903245,12915.426859659641,12939.626865933154,12966.934599836704,12986.423237002538,0,0,0,0,100030.28878471506,0,0.0,0
182,2021-03-26,12979.12,0.015540068432323915,12914.063166602164,12927.007430630612,12944.56350769151,12968.095114137972,12986.13683555146,0,0,0,0,100030.28878471506,0,0.0,0
183,2021-03-29,12965.74,-0.0010308865315985516,12931.288777734775,12934.049715970501,12947.21056923007,12967.870817553401,12985.336959647482,0,0,0,0,100030.28878471506,0,0.0,0
184,2021-03-30,12896.53,-0.005337913609250178,12919.70251848985,12927.22794943041,12940.875498076311,12961.076453976888,12981.854333778954,0,0,0,0,100030.28878471506,0,0.0,0
185,2021-03-31,13091.44,0.015113367704336024,12976.948345659905,12957.084685897607,12959.696060816776,12973.492029788611,12986.151810885664,0,0,0,0,100030.28878471506,0,0.0,0
186,2021-04-01,13329.51,0.018185165268297387,13094.468897106604,13024.798379370772,13005.922803214675,13007.398503142078,12999.61683790975,1,0,1,0,99030.28878471506,-1000,0.07502151241868606,0
187,2021-04-05,13598.16,0.02015452931127993,13262.365931404402,13129.0459467579,13079.952452812842,13063.661502842831,13023.08911877604,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
188,2021-04-06,13578.46,-0.001448725415791552,13367.730620936267,13210.757592801921,13142.265896211235,13112.689931143515,13044.868369020118,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
189,2021-04-07,13616.7,0.0028162251094749893,13450.720413957511,13284.565303201567,13201.570159184832,13160.690890082229,13067.293138862464,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
190,2021-04-08,13758.5,0.010413683197837864,13553.313609305007,13370.735248074008,13271.186389286728,13217.625091026779,13094.399290279622,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
191,2021-04-09,13845.05,0.006290656684958318,13650.559072870004,13456.974293878735,13342.919340625891,13277.379844262325,13123.836573013756,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
192,2021-04-12,13819.35,-0.0018562590962112324,13706.822715246672,13522.860785900784,13402.473173047649,13328.996049570671,13151.11160936616,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
193,2021-04-13,13986.49,0.012094635420623943,13800.04514349778,13607.157006646094,13475.475276416697,13391.614521040134,13183.871546253762,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
194,2021-04-14,13803.91,-0.013054025706235041,13801.333428998521,13642.930278164986,13516.529616864611,13430.88075713155,13208.186779734006,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
195,2021-04-15,14026.19,0.016102683949692498,13876.285619332351,13712.613863953171,13580.237164756532,13487.576875499974,13240.265337391496,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
196,2021-04-16,14041.91,0.0011207605201410953,13931.493746221568,13772.485888688954,13637.946269161968,13540.370506404737,13271.702382983987,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
197,2021-04-19,13907.67,-0.00955995302633328,13923.552497481045,13797.064818018234,13671.661735516722,13575.351410556668,13296.642289533635,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
198,2021-04-20,13809.3,-0.007073075504379967,13885.468331654034,13799.289396560374,13688.866518577132,13597.632228598892,13316.746513473492,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
199,2021-04-21,13935.15,0.009113423562381984,13902.028887769355,13823.991324458486,13719.65195375499,13629.77677825614,13340.997630592181,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
200,2021-04-22,13762.36,-0.012399579480665723,13855.472591846235,13812.785629102395,13724.990459535615,13642.403751755552,13357.52164507876,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
201,2021-04-23,13941.44,0.013012303122429623,13884.12839456416,13836.17733290196,13752.046652093664,13670.8833944455,13380.42040409528,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
202,2021-04-26,14026.16,0.0060768471549566,13931.472263042775,13870.719636010694,13786.310820581955,13704.719261641167,13405.743525503309,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
203,2021-04-27,13960.28,-0.004696937722085015,13941.074842028518,13887.003338554205,13808.056968009212,13729.058379580105,13427.490053914944,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
204,2021-04-28,13901.62,-0.004201921451432167,13927.923228019014,13889.660913362526,13819.75234700806,13745.492819620093,13446.083385133967,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
205,2021-04-29,13970.21,0.00493395733734614,13942.01881867934,13904.306201842068,13838.55955363205,13766.894455846754,13466.637370030674,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
206,2021-04-30,13860.76,-0.007834527899007848,13914.932545786229,13896.388710598054,13841.334609428044,13775.834031480394,13482.093159441236,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
207,2021-05-03,13799.72,-0.004403798925888713,13876.528363857486,13878.812581398408,13836.13278324954,13778.108885625117,13494.549113972951,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
208,2021-05-04,13544.67,-0.018482259060328743,13765.908909238326,13818.059384780516,13799.699935343348,13755.87661080368,13496.51463891519,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
209,2021-05-05,13503.37,-0.003049169894873693,13678.395939492217,13760.843133002241,13762.658693425425,13731.828362155713,13496.78347660479,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
210,2021-05-06,13613.73,0.008172774648106174,13656.840626328145,13734.095290638194,13744.042606747249,13720.58089909326,13501.369614777152,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
211,2021-05-07,13719.63,0.00777891143720355,13677.770417552098,13731.465237794882,13740.991030903842,13720.490337274854,13509.928845570204,0,0,1,0,99030.28878471506,0,0.07502151241868606,0
212,2021-05-10,13359.08,-0.02627986323246323,13571.540278368066,13663.758830923083,13693.252152040865,13686.070305153438,13504.01320456745,0,1,0,0,100032.50717083727,1002,0.0,0
213,2021-05-11,13351.27,-0.0005846210966623523,13498.116852245375,13606.942679846159,13650.504383035757,13654.184561805494,13498.023274976573,0,0,0,0,100032.50717083727,0,0.0,0
214,2021-05-12,13001.63,-0.026187770901195284,13332.621234830249,13496.885828965042,13569.395085156286,13592.036508300207,13478.556872036315,0,0,0,0,100032.50717083727,0,0.0,0
215,2021-05-13,13109.15,0.008269732333561208,13258.130823220166,13426.388405516853,13511.86444951175,13546.04731703352,13464.070328034893,0,0,0,0,100032.50717083727,0,0.0,0
216,2021-05-14,13393.12,0.02166196893009853,13303.127215480112,13420.339604513783,13497.02139332278,13531.482810649375,13461.287962229602,0,0,0,0,100032.50717083727,0,0.0,0
217,2021-05-17,13312.91,-0.005988895791272042,13306.388143653408,13400.806949147642,13474.007469157434,13510.666352492293,13455.469218612756,0,0,0,0,100032.50717083727,0,0.0,0
218,2021-05-18,13217.68,-0.0071532069247068905,13276.818762435609,13367.511140211709,13441.966535512754,13482.762890350172,13446.144151216176,0,0,0,0,100032.50717083727,0,0.0,0
219,2021-05-19,13237.91,0.0015305257806210724,13263.849174957075,13343.947296536853,13416.45946857366,13459.44356745968,13437.978106070444,0,0,0,0,100032.50717083727,0,0.0,0
220,2021-05-20,13494.09,0.01935199740744586,13340.596116638051,13371.24596989379,13426.163285001952,13462.743227701614,13440.178572499055,0,0,0,0,100032.50717083727,0,0.0,0
221,2021-05-21,13411.74,-0.006102671614017674,13364.310744425371,13378.608520822187,13424.360374376709,13457.885777444319,13439.063334361836,0,0,0,0,100032.50717083727,0,0.0,0
222,2021-05-24,13641.75,0.017149900012973784,13456.790496283578,13426.452426127244,13451.53407757962,13475.396655782957,13447.01183105353,0,0,0,0,100032.50717083727,0,0.0,0
223,2021-05-25,13657.73,0.0011714039621015804,13523.770330855721,13468.50289410411,13477.308567882168,13492.76173618458,13455.275288659275,0,0,0,0,100032.50717083727,0,0.0,0
224,2021-05-26,13702.74,0.003295569615155758,13583.426887237149,13511.09145881245,13505.487496896896,13512.75966607176,13464.979787143226,0,0,0,0,100032.50717083727,0,0.0,0
225,2021-05-27,13657.85,-0.0032759871383387647,13608.234591491433,13537.774829937458,13524.532809784787,13526.577793112543,13472.543324902317,1,0,1,0,99032.50717083727,-1000,0.07321796622455218,0
226,2021-05-28,13686.51,0.0020984269119956878,13634.326394327625,13564.817588130647,13544.779958561687,13541.80943186373,13480.934174906146,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
227,2021-06-01,13654.59,-0.002332223481369633,13641.08092955175,13581.139844834164,13558.506213741477,13552.5504383529,13487.744207262771,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
228,2021-06-02,13675.79,0.0015525914729039858,13652.650619701168,13598.348963955226,13573.166687023791,13564.287539462146,13495.118552075992,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
229,2021-06-03,13529.68,-0.01068384349277085,13611.660413134114,13585.863697781548,13567.730851145818,13560.991583322893,13496.473902974973,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
230,2021-06-04,13770.77,0.017819342364342683,13664.69694208941,13619.483025457626,13593.110744752592,13580.970480149284,13507.23061266223,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
231,2021-06-07,13802.89,0.002332476687941121,13710.761294726271,13652.829748101694,13619.33315165852,13602.10567251602,13518.82509844018,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
232,2021-06-08,13810.86,0.0005774153094026957,13744.127529817517,13681.562521174112,13643.274007701204,13621.987037038303,13530.277447520957,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
233,2021-06-09,13814.94,0.0002954196914601859,13767.731686545012,13705.81297186973,13664.732256738554,13640.363509701321,13541.440684873076,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
234,2021-06-10,13960.35,0.010525561457378707,13831.93779103001,13752.092431529776,13701.684474646236,13670.83841353929,13557.868501152563,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
235,2021-06-11,13998.3,0.002718413220298865,13887.391860686675,13796.857443978906,13738.761415315457,13702.025231297452,13575.140324636775,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
236,2021-06-14,14128.2,0.009279698249073265,13967.661240457783,13857.101545073647,13787.441238401023,13742.613304507217,13596.828939356905,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
237,2021-06-15,14030.41,-0.0069216177573930854,13988.577493638522,13888.612173242076,13817.812333600898,13770.022513601767,13613.832118205652,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
238,2021-06-16,13983.01,-0.0033783759704811844,13986.721662425683,13905.77541447079,13838.462041900784,13790.307036115886,13628.309682197589,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
239,2021-06-17,14163.81,0.012929977165145434,14045.751108283788,13952.69079365792,13879.130536663186,13825.878746961993,13649.30969466043,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
240,2021-06-18,14049.58,-0.008064920385122298,14047.027405522524,13970.307012992842,13900.436719580288,13847.18362820371,13665.00656937963,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
241,2021-06-21,14137.23,0.006238620656275895,14077.094937015017,14000.656646994143,13930.035879632751,13874.807092184306,13683.525135286309,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
242,2021-06-22,14270.42,0.00942122325236272,14141.536624676679,14049.704529358845,13972.583894678655,13912.484511976278,13706.54062017704,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
243,2021-06-23,14274.24,0.00026768658525822003,14185.771083117786,14090.529160384507,14010.290907843826,13946.937415597584,13728.803340954411,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
244,2021-06-24,14365.96,0.006425561010603653,14245.83405541186,14140.607494860049,14054.749544363347,13986.844328397816,13753.78987660326,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
245,2021-06-25,14345.18,-0.0014464748614083645,14278.949370274575,14177.802495794587,14091.053351317927,14020.97153521707,13776.981646148233,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
246,2021-06-28,14524.98,0.012533826693007729,14360.959580183051,14240.92567837739,14145.294182403188,14068.972341386872,13806.314914926728,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
247,2021-06-29,14572.75,0.003288816920918425,14431.556386788703,14301.257373217864,14198.726159602793,14116.951166016694,13836.371192772742,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
248,2021-06-30,14554.8,-0.0012317510421849807,14472.637591192468,14347.356032632795,14243.235389652442,14158.651054967482,13864.544871487537,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
249,2021-07-01,14560.05,0.0003607057465577768,14501.775060794984,14386.027663063196,14282.837215945889,14196.87952592296,13891.819582409596,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
250,2021-07-02,14727.63,0.011509575859973031,14577.060040529988,14448.137178869883,14338.436313952652,14247.427190120774,13924.596461530786,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
251,2021-07-06,14786.36,0.00398774276648739,14646.82669368666,14509.632237257178,14394.426774708567,14298.754124394984,13958.391110098206,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
252,2021-07-07,14814.11,0.0018767296346091644,14702.587795791109,14564.991830483144,14446.88717787,14347.835636357368,13991.948713623768,0,0,1,0,99032.50717083727,0,0.07321796622455218,0
