date,close,ROI,RSI_4,RSI_6,RSI_14
2020-07-07,10524.01,,,,
2020-07-08,10666.7,0.01355851999380464,,,
2020-07-09,10754.59,0.008239661751056948,,,
2020-07-10,10836.33,0.007600475703862131,,,
2020-07-13,10602.21,-0.02160510061985943,42.20122227121169,,
2020-07-14,10689.52,0.008235075517274426,55.1041684041135,,
2020-07-15,10701.68,0.00113756277176158,56.89124842261904,58.79105069348961,
2020-07-16,10626.46,-0.007028802954302638,42.82998384590737,47.844811350735505,
2020-07-17,10645.22,0.001765404471479659,47.17190661616944,50.59765792662292,
2020-07-20,10952.08,0.028826083444024597,80.11274947906887,75.73597001595192,
2020-07-21,10833.07,-0.010866429025354063,60.5794024179287,61.23457713795186,
2020-07-22,10870.75,0.0034782383941025508,64.2582901129757,63.86341228434991,
2020-07-23,10580.59,-0.02669181059264536,32.81488398734089,39.260638286604454,
2020-07-24,10483.13,-0.009211206558424556,26.916348863915548,33.98379766258462,
2020-07-27,10674.38,0.018243597093616115,50.29381739097633,49.85474216479498,51.57311683945948
2020-07-28,10532.5,-0.013291638483921231,38.20558983925259,41.065851697317676,45.78697148381747
2020-07-29,10662.98,0.01238832186090666,52.2719872448588,50.66414932802221,51.20845321267979
2020-07-30,10715.51,0.004926390183607188,57.468868760458996,54.26281369578101,53.23601446505996
2020-07-31,10905.88,0.017765836623734987,72.13152191163003,65.2773061383757,59.76194141208363
2020-08-03,11055.08,0.013680693350742956,79.51237165512967,71.68934952974315,64.00193189032375
2020-08-04,11096.54,0.003750312073725448,81.34313033066671,73.33153705078873,65.10237818524554
2020-08-05,11125.44,0.002604415430395468,82.77379029819426,74.56561862976457,65.88524017037174
2020-08-06,11267.08,0.012731181867863262,88.52427622795824,80.00684248105503,69.49689458129708
2020-08-07,11139.39,-0.011333016185205103,63.174824733207195,64.97045419736482,63.019579513558895
2020-08-10,11085.17,-0.004867411949846412,54.361513895366,59.292402750950245,60.44345861870984
2020-08-11,10876.08,-0.01886213743226317,31.655018781978377,42.218264540427505,51.67143668762291
2020-08-12,11157.72,0.025895359357415382,60.949467540570616,60.5709140590979,60.07624063522423
2020-08-13,11178.37,0.0018507365304023526,62.51998550625588,61.642832361497675,60.6170477238576
2020-08-14,11164.45,-0.0012452620552012572,60.3389069720552,60.31641283229068,60.0267654375301
2020-08-17,11288.57,0.011117430773571302,71.96614429134955,67.74323340073846,63.444979213851596
2020-08-18,11399.03,0.009785118930032866,79.20132688508978,73.11633447282209,66.21393191002363
2020-08-19,11318.64,-0.007052354454721299,63.338804426475626,63.83069183409446,62.50325768235982
2020-08-20,11477.05,0.013995497692302239,75.97893104345971,72.18393403300314,66.4885642396739
2020-08-21,11555.16,0.006805755834469629,80.41777282690859,75.52810019207801,68.27886361409983
2020-08-24,11626.17,0.006145306512415294,84.00131981825189,78.36557271060794,69.85552319272273
2020-08-25,11721.81,0.008226268840039186,87.95853137752766,81.77997207695346,71.88259516355673
2020-08-26,11971.94,0.02133885466493668,93.53485750926323,87.8152102687989,76.35994300996899
2020-08-27,11926.16,-0.003823941650225482,84.03773996067683,81.85985596474544,74.03621912014638
2020-08-28,11995.85,0.005843456737122388,86.76525583974913,83.85941017138545,75.26995770123955
2020-08-31,12110.7,0.009574144391602202,90.37800195081226,86.74816263759685,77.19332571531267
2020-09-01,12292.86,0.015041244519309327,93.89960603689548,90.11528179147666,79.86778391663961
2020-09-02,12420.54,0.01038651705136151,95.45440594420508,91.85581106072549,81.50491940377503
2020-09-03,11771.37,-0.05226584351405017,34.993313232007274,44.28236249487411,56.3946570472642
2020-09-04,11622.13,-0.012678218423174292,29.303861677714913,38.746352472202844,52.39802789510173
2020-09-08,11068.26,-0.04765649670069072,16.238980928362725,24.889059087059437,40.832423468924354
2020-09-09,11395.85,0.02959724473404135,38.027998428959556,40.095039108801934,48.12555921860855
2020-09-10,11154.12,-0.021212107916478318,30.278569480294564,34.00006193645976,43.83209953511361
2020-09-11,11087.4,-0.005981646243719885,28.16625053778777,32.370261672776756,42.69978404726978
2020-09-14,11277.76,0.017169038728646946,43.23187358149072,41.90472762664565,46.913485192305956
2020-09-15,11438.87,0.014285638282779622,54.095996351204775,49.18105686492335,50.24812124884078
2020-09-16,11247.6,-0.01672105723729711,41.51848543482824,41.73425467607818,46.51265830778229
2020-09-17,11080.95,-0.014816494185426188,32.689111789491804,36.03026055201551,43.47977934437554
2020-09-18,10936.98,-0.01299256832672302,26.257174431875054,31.558751142285054,40.99295822161286
2020-09-21,10980.22,0.003953559392080752,31.643250766933527,34.48894443648983,42.06472103071583
2020-09-22,11186.37,0.018774669359994833,53.317471483266395,47.37808340875661,47.00667136771
2020-09-23,10833.33,-0.0315598357644169,30.926522775130966,33.73725212875094,40.616874730780275
2020-09-24,10896.47,0.005828309485633731,37.214115019573505,37.59341757046805,42.131941578211
2020-09-25,11151.13,0.02337087148406769,57.84816345026159,51.30796658701126,47.90499611383525
2020-09-28,11364.45,0.019129899839747333,69.16597050478738,60.118043050695114,52.206234571857244
2020-09-29,11322.95,-0.00365173853552081,64.66243978422945,57.681596942604976,51.31852115592288
2020-09-30,11418.06,0.008399754480943544,70.52662125139119,61.925324687354504,53.27927361178644
2020-10-01,11583.2,0.014463052392438058,78.70698798434317,68.50578627593936,56.551508631629275
2020-10-02,11255.69,-0.02827457006699363,45.39228633775905,48.5404223288139,49.192920780079014
2020-10-05,11509.06,0.022510392521471356,61.98844650767171,59.4984718392299,54.16215828479535
2020-10-06,11291.27,-0.01892335255876665,45.97467105357538,48.783237991084256,49.66552013982155
2020-10-07,11503.19,0.01876848219907945,59.53652133106319,57.682112427542684,53.69405753887883
2020-10-08,11550.94,0.004151022455510134,62.37410412542102,59.58096638034626,54.57622523497267
2020-10-09,11725.85,0.015142490567867206,71.97334012554272,66.23976080795525,57.751298393392126
2020-10-12,12088.11,0.030894135606373885,83.55746255683677,76.04715729894595,63.44968675684397
2020-10-13,12083.17,-0.00040866603629519105,82.93420039693024,75.6873587723314,63.324257158606166
2020-10-14,11985.36,-0.008094730108075932,69.28992031290534,68.03894265352929,60.76301378132565
2020-10-15,11898.57,-0.007241334428002233,58.00045158174491,61.42911560047931,58.50190294980115
2020-10-16,11852.17,-0.0038996282746581734,51.96510417259433,57.82516398606837,57.274805253239506
2020-10-19,11634.35,-0.01837806916370588,31.468970513626694,43.461371178636156,51.783620961353186
2020-10-20,11677.84,0.0037380687361132647,37.98098553257727,46.63724612246394,52.757514477158765
2020-10-21,11665.37,-0.0010678344625375535,36.64957241291201,45.752954407541715,52.43050326958843
2020-10-22,11662.91,-0.0002108805807274905,36.314732788877116,45.54850461171293,52.36155170016774
2020-10-23,11692.57,0.0025431045939650065,44.47052704091082,48.855143637225595,53.1613585913959
2020-10-26,11504.52,-0.016082862877878745,21.353364490071048,33.416202606049886,47.69399325342452
2020-10-27,11598.95,0.008208078216214165,41.658823859198144,44.06722872279581,50.44980007166515
2020-10-28,11142.76,-0.0393302842067601,15.643233030304593,22.86425026848342,39.59625190338843
2020-10-29,11350.74,0.018665034515685575,38.854767009524956,38.937766024474975,45.36694852414516
2020-10-30,11052.95,-0.026235293910352953,25.473448049823222,28.67214649631062,39.54195190010159
2020-11-02,11084.76,0.0028779647062548985,28.95811583831568,31.003852444881026,40.421947807937954
2020-11-03,11279.91,0.01760525261710666,48.61223892634152,44.387467355180064,45.648635517760496
2020-11-04,11777.02,0.04407038708642186,73.50655842442109,65.08820910899355,56.191669020645016
2020-11-05,12078.07,0.025562493737804504,80.95599859153724,72.5213990292944,61.11146942479682
2020-11-06,12091.35,0.0010995134156368547,81.26582470412953,72.82764547954626,61.317838981586746
2020-11-09,11830.39,-0.021582370868430845,56.97827449556952,57.671333008233205,55.12700640186809
2020-11-10,11624.29,-0.01742123463385392,43.338852719552285,48.17046264122797,50.76750547292966
2020-11-11,11892.93,0.023110228667729382,59.985735690135584,58.78950137774618,55.68659633468865
2020-11-12,11827.14,-0.005531858003032131,54.73477415282737,55.45073788492138,54.25684204946476
2020-11-13,11937.84,0.00935982832705129,62.165129308738905,60.03372401562358,56.290415346740915
2020-11-16,12013.38,0.0063277778894672565,67.08158267380149,63.138904656330105,57.673226563113744
2020-11-17,11977.49,-0.002987502268304132,61.97954926556711,60.46069810446617,56.7545387118514
2020-11-18,11894.71,-0.006911297776078351,50.23059922650398,54.10821600915821,54.59441517251239
2020-11-19,11985.43,0.007626919866058124,61.026062492836175,59.67949740765962,56.54635534714348
2020-11-20,11906.44,-0.006590501967805862,48.74995008672431,52.96162468206356,54.355302262409076
2020-11-23,11905.94,-4.199408051441811e-05,48.667323541021155,52.91637913220105,54.34094875386306
2020-11-24,12079.81,0.014603634824297718,71.25586099361543,65.29017382263159,58.4498705143753
2020-11-25,12152.22,0.005994299579215268,76.90022050511006,69.31964924903689,60.06180718326128
2020-11-27,12258.21,0.008721863165742638,83.30023336910482,74.51612723306059,62.36344250769724
2020-11-30,12268.32,0.0008247533693745979,83.86865246623836,75.00079318373419,62.584938318760884
2020-12-01,12455.33,0.015243325899552795,91.23048786454854,82.42160263866226,66.51099225973755
2020-12-02,12456.41,8.670986637837608e-05,91.2611968221634,82.45768974089913,66.53283325138959
2020-12-03,12467.13,0.0008606010881144766,91.64825532883387,82.87640609912596,66.76453406451188
2020-12-04,12528.48,0.004920940104097715,93.75791665006336,85.2880081457278,68.12462629739038
2020-12-07,12596.47,0.005426835498001381,95.45453187309951,87.60879828763227,69.60894618352292
2020-12-08,12635.72,0.0031159523263264433,96.2409675801066,88.82950841330067,70.46401866333827
2020-12-09,12364.64,-0.021453466838454838,37.11225080349596,48.90237485429468,58.27005035183962
2020-12-10,12401.74,0.0030004917247894447,43.45198443996877,52.41505137078418,59.30793362863354
2020-12-11,12375.41,-0.002123089179421611,39.66790765937854,49.51609282398673,58.201572258871344
2020-12-14,12462.21,0.007013909034124799,56.369228514387885,58.57881421730917,60.79783035381178
2020-12-15,12595.92,0.010729236628174377,72.1843967417321,68.89931968714016,64.45996735307166
2020-12-16,12668.16,0.005735190442619498,77.9436602709617,73.22455922500009,66.29209119160754
2020-12-17,12752.06,0.006622903405072211,83.29859737166164,77.57168655958421,68.33383558801783
2020-12-18,12738.18,-0.0010884515913506254,79.0644272561296,75.14953787851206,67.60428406472057
2020-12-21,12690.26,-0.003761918892651872,64.07219514747285,66.54159528111128,65.0232092261564
2020-12-22,12717.56,0.002151256160236148,68.5955525046438,68.97135299892412,65.82374613021106
2020-12-23,12653.14,-0.005065437080697843,49.132983575496674,57.20749011555524,62.20569813633511
2020-12-24,12711.01,0.004573568300042519,62.03503364680114,63.853506270237595,64.11394639725052
2020-12-28,12838.86,0.010058209379113059,78.2703589913932,74.39576952265848,67.96251234599221
2020-12-29,12843.49,0.00036062391832292207,78.70997464742902,74.7162274795416,68.09595171126084
2020-12-30,12845.36,0.0001455990544627639,78.9394257557565,74.86867367928527,68.15364569622851
2020-12-31,12888.28,0.0033412843236779732,84.16278265804114,78.44771987632255,69.51620845991616
2021-01-04,12694.66,-0.015022951084240899,33.775985121471486,44.29708457268824,57.553176155919346
2021-01-05,12802.38,0.008485457664876295,54.14169440835839,56.84064402704799,61.5206472327328
2021-01-06,12623.35,-0.013984118577951787,32.198859788252896,39.224495989497406,52.70360287334142
2021-01-07,12939.57,0.025050402626877855,65.30973901312143,63.319666555086755,62.83527742926519
2021-01-08,13105.2,0.012800270797252322,74.13207681234664,70.63672928778496,66.84188952071689
2021-01-11,12902.49,-0.015467905869425924,52.39005673500898,54.63143882903304,58.525876111542914
2021-01-12,12892.09,-0.0008060459647710738,51.35964070913134,53.87981850670764,58.1263160140696
2021-01-13,12973.63,0.006324808467827792,59.654910628568686,59.16550799305291,60.4085374653378
2021-01-14,12898.69,-0.005776332452829269,49.342963151428876,52.52636240591974,57.316640560055426
2021-01-15,12803.93,-0.007346482472251115,38.20779920707954,44.883998057597815,53.582057555223926
2021-01-19,12996.54,0.01504303756737202,61.65773539054276,59.32047720475629,59.37609758977063
2021-01-20,13296.45,0.02307614180389539,78.5543145173559,72.68757663389967,66.40740330205426
2021-01-21,13404.99,0.008163081123156779,82.3149763211406,76.09846316207897,68.53030749056393
2021-01-22,13366.4,-0.002878778723445552,75.99744993457206,72.24895863171521,66.91127425783918
2021-01-25,13483.29,0.008745062245630875,81.67692186189021,76.55906263191349,69.27881929463621
2021-01-26,13490.19,0.0005117445371269902,82.01192261923546,76.81414739254276,69.41792392491261
2021-01-27,13112.65,-0.027986262610089296,35.14051045294712,44.80254772453795,54.797419545793936
2021-01-28,13201.53,0.006778187475453112,45.006144933965516,50.61648667490807,57.08874965031093
2021-01-29,12925.38,-0.020918029955618866,27.608903474606674,36.34384049018483,48.81009491681636
2021-02-01,13248.9,0.025029825041894327,54.86316827689784,54.41457612689591,56.727178379964336
2021-02-02,13456.12,0.015640543743254298,65.84496351582308,62.579571407474106,60.89863764598678
2021-02-03,13402.37,-0.003994464972072231,60.73446771510801,59.27489615845222,59.30175922425609
2021-02-04,13560.89,0.01182775882176057,69.91608455951155,65.68751238265178,62.430635581211966
2021-02-05,13603.96,0.0031760452300697573,72.26548874431195,67.36305178645797,63.25716984432974
2021-02-08,13695.02,0.0066936392050551685,77.2695528878875,70.9607288155523,65.0098792312902
2021-02-09,13687.08,-0.0005797727933219976,75.68200593612768,70.15158775875472,64.71997590784714
2021-02-10,13655.27,-0.0023240895793696925,68.19741614436268,66.50581016049767,63.498278544655285
2021-02-11,13734.35,0.005791170734815276,76.04877499269323,71.0016442688132,65.25423923575721
2021-02-12,13807.7,0.005340624055743426,81.65106391880468,74.77091252119787,66.84732151121395
2021-02-16,13773.77,-0.0024573245363094243,71.35679341632948,69.73909408022166,65.35459269106303
2021-02-17,13699.71,-0.005376886647591839,52.202581346187145,59.28844150867976,62.09518016333062
2021-02-18,13637.51,-0.004540242092715752,40.13761868735041,51.50915982141351,59.415078586047244
2021-02-19,13580.78,-0.004159850295251788,31.33162992357595,45.04099492189251,56.99869777241452
2021-02-22,13223.74,-0.026290095266987668,11.028124737251618,23.117162355496376,44.68209346557404
2021-02-23,13194.71,-0.0021952942208482984,10.304234585253788,22.069059889579723,43.85236887866624
2021-02-24,13302.19,0.008145688688876218,32.2556846946115,35.13502120573218,47.722955397598234
2021-02-25,12828.31,-0.03562420924674814,13.226581062346748,18.618912517963757,35.9544074162272
2021-02-26,12909.44,0.006324293691063021,23.52526812775845,25.78607507905694,38.73970998365375
2021-03-01,13282.95,0.028933090823459517,55.75766864986453,50.07633755961713,49.60571415222365
2021-03-02,13059.95,-0.0167884393150618,41.749838821311165,40.564280268525444,44.52754794130746
2021-03-03,12683.33,-0.028837782686763846,26.66490201394443,29.28902138456802,37.53826529441104
2021-03-04,12464.0,-0.01729277721229361,20.82288319977979,24.525055415158803,34.17407936220726
2021-03-05,12668.51,0.016408055198973148,37.77252071381539,36.14618616038154,39.60883925360038
2021-03-08,12299.08,-0.02916128258177164,24.922405189147554,27.100808734053707,34.12746185973261
2021-03-09,12794.49,0.04028024860396062,53.31803631572113,48.02925574996366,45.099581532392655
2021-03-10,12752.07,-0.0033154897147131823,51.11104527739467,46.65305582478626,44.41735375484535
2021-03-11,13052.9,0.023590679787673707,64.86336150297998,57.11113551123496,50.173744894981155
2021-03-12,12937.29,-0.008857035601283925,56.691910430960874,52.37602181124326,48.11159708485883
2021-03-15,13082.54,0.011227235379279499,64.2388473168038,57.667592159383744,50.845075987474644
2021-03-16,13152.28,0.005330769101413058,67.82794317312508,60.214596684448324,52.1485167895717
2021-03-17,13202.38,0.003809225472693578,70.64946900497786,62.17640503189956,53.1104410901691
2021-03-18,12789.14,-0.03130041704601749,35.962821594691555,41.783360988064686,45.06367449928786
2021-03-19,12866.99,0.00608719585523354,42.993147922343724,45.801984699984054,46.701974983230066
2021-03-22,13086.51,0.01706071116865715,59.64859164204609,56.06428339235036,51.127816470146755
2021-03-23,13017.79,-0.005251209069492169,53.165171579209094,52.341260170016014,49.73547814747396
2021-03-24,12798.88,-0.01681621842109926,36.37306843957426,41.744513151234806,45.48602853301683
2021-03-25,12780.51,-0.0014352818371606846,35.131538121064665,40.910471615525616,45.13750494660367
2021-03-26,12979.12,0.015540068432323917,56.52389748885469,53.07434349774674,49.63109360780186
2021-03-29,12965.74,-0.0010308865315985516,54.89770113673386,52.20555457453481,49.33791100037559
2021-03-30,12896.53,-0.005337913609250178,45.80827800496299,47.39036208354239,47.76609566603221
2021-03-31,13091.44,0.015113367704336023,66.58354303252969,59.892165639982174,52.368308741984805
2021-04-01,13329.51,0.018185165268297387,79.42770278427669,70.2531344211891,57.31530568632081
2021-04-05,13598.16,0.020154529311279923,86.9656774203741,77.9622140542497,62.09899750830705
2021-04-06,13578.46,-0.001448725415791552,83.95786073834701,76.22395919865552,61.55422777615854
2021-04-07,13616.7,0.00281622510947499,85.27588407971108,77.39780951474343,62.24657049666772
2021-04-08,13758.5,0.010413683197837864,89.52927052205013,81.46892475983498,64.7794346364677
2021-04-09,13845.05,0.006290656684958318,91.52229819585295,83.6287420109974,66.26703254305296
2021-04-12,13819.35,-0.0018562590962112324,85.108516168475,80.29411400138993,65.3839302897945
2021-04-13,13986.49,0.012094635420623945,90.73727032034449,84.97094785463734,68.3390144692583
2021-04-14,13803.91,-0.01305402570623504,58.519931875035184,64.8085446445761,62.10228157763409
2021-04-15,14026.19,0.016102683949692498,73.68608283464478,73.86754807695863,66.15223725072369
2021-04-16,14041.91,0.0011207605201410953,74.5630666054883,74.42623847487509,66.4255019738163
2021-04-19,13907.67,-0.009559953026333279,54.052078234442355,61.051178280217215,61.83458796156965
2021-04-20,13809.3,-0.0070730755043799665,42.60192050380905,52.719989687848006,58.6364486072864
2021-04-21,13935.15,0.009113423562381984,57.83739007694945,60.909468839836556,61.38791609559958
2021-04-22,13762.36,-0.012399579480665723,38.923686740632085,47.386307773142434,55.89077636200762
2021-04-23,13941.44,0.013012303122429625,57.93330802622327,58.77068452789021,59.89875087337704
2021-04-26,14026.16,0.0060768471549565994,64.83677097379577,63.28113423641311,61.673036346200874
2021-04-27,13960.28,-0.004696937722085015,55.408883026241774,57.41945957086405,59.46953918198408
2021-04-28,13901.62,-0.004201921451432167,47.251740520126006,52.2482848851317,57.49958981630312
2021-04-29,13970.21,0.00493395733734614,57.09841300081959,57.605505809816634,59.20139270324744
2021-04-30,13860.76,-0.007834527899007848,40.867227695094364,47.41873076139679,55.389971689403104
2021-05-03,13799.72,-0.004403798925888713,33.73609517367616,42.40077817098681,53.327949529338134
2021-05-04,13544.67,-0.018482259060328743,17.106260133415677,27.702031692301883,45.6763978111635
2021-05-05,13503.37,-0.0030491698948736934,15.460795938464715,25.953745665638166,44.561427922463665
2021-05-06,13613.73,0.008172774648106174,37.038632285623976,38.41635881189806,48.20012833022429
2021-05-07,13719.63,0.007778911437203551,52.53812909287401,48.414112652209,51.490393975598934
2021-05-10,13359.08,-0.02627986323246323,24.811268758241777,29.107855880050757,41.76387770519541
2021-05-11,13351.27,-0.0005846210966623522,24.43876587980822,28.80923198054441,41.5806493901691
2021-05-12,13001.63,-0.026187770901195284,12.888501843383288,18.57288437657183,34.32112665829399
2021-05-13,13109.15,0.008269732333561208,27.02913938435747,28.011837379828016,37.91104038780705
2021-05-14,13393.12,0.02166196893009853,53.56996626023178,47.353334704852834,46.26485165067266
2021-05-17,13312.91,-0.005988895791272042,47.11598046344065,43.40089720216888,44.445813232044884
2021-05-18,13217.68,-0.00715320692470689,39.569401530438824,38.78833633609092,42.318409178169446
2021-05-19,13237.91,0.0015305257806210726,42.19199342433805,40.40296044885171,42.943198117335626
2021-05-20,13494.09,0.019351997407445864,66.63819647780113,57.4561220986015,50.28669274038104
2021-05-21,13411.74,-0.006102671614017674,56.41323770356223,51.74468263792108,48.14172828890137
2021-05-24,13641.75,0.017149900012973784,72.2629283589142,63.80423916497182,54.038676926617036
2021-05-25,13657.73,0.0011714039621015804,73.16680137099274,64.54299264854393,54.426413930455105
2021-05-26,13702.74,0.003295569615155758,76.09263422260975,66.83114922909309,55.56352081940981
2021-05-27,13657.85,-0.003275987138338765,66.45667401874928,62.039614995068234,54.11335448203127
2021-05-28,13686.51,0.0020984269119956878,69.72076730007053,64.01617851812054,54.922266701845594
2021-06-01,13654.59,-0.002332223481369633,60.91785323528165,59.851126413176864,53.78503765761807
2021-06-02,13675.79,0.0015525914729039858,64.84814073348345,61.830385691764455,54.45949577585677
2021-06-03,13529.68,-0.01068384349277085,33.70273955399807,43.92257650678458,49.13706127723105
2021-06-04,13770.77,0.017819342364342683,67.76456535773052,64.36097370201436,56.66327780941451
2021-06-07,13802.89,0.0023324766879411207,70.46050681305395,66.32327725630796,57.564202829332
2021-06-08,13810.86,0.0005774153094026957,71.25583815544861,66.86649232181456,57.79864001704328
2021-06-09,13814.94,0.0002954196914601859,71.77455040529804,67.19158732289497,57.92678051549741
2021-06-10,13960.35,0.010525561457378707,84.80485473632196,76.88933179369381,62.318249561754435
2021-06-11,13998.3,0.0027184132202988653,86.90802778569368,78.84748340278179,63.392189572947274
2021-06-14,14128.2,0.009279698249073265,91.97645026322017,84.30853164897555,66.87251224248209
2021-06-15,14030.41,-0.006921617757393084,66.23729227719406,68.36411287115487,62.087122980075165
2021-06-16,13983.01,-0.0033783759704811844,56.092461208203076,61.58915562884472,59.851427127460035
2021-06-17,14163.81,0.012929977165145434,75.31807212689816,73.57549495138025,65.02482468089474
2021-06-18,14049.58,-0.008064920385122298,55.022480774483434,59.49871565296708,59.783361871691774
2021-06-21,14137.23,0.006238620656275895,64.74245413303622,65.56500502353684,62.29484614472564
2021-06-22,14270.42,0.00942122325236272,75.47902760204346,72.95230229745012,65.79084607008426
2021-06-23,14274.24,0.00026768658525822,75.76129037084176,73.15054355319663,65.8885354809044
2021-06-24,14365.96,0.006425561010603653,82.28831452653793,77.83192159869306,68.23412164940245
2021-06-25,14345.18,-0.0014464748614083645,76.09817814902765,74.30946931286158,67.10823919589157
2021-06-28,14524.98,0.012533826693007732,87.20356821006479,82.52235361197252,71.49147662716207
2021-06-29,14572.75,0.003288816920918425,89.01208445876819,84.13894918625338,72.5385603565052
2021-06-30,14554.8,-0.0012317510421849809,83.12610289202591,80.77026421989144,71.47622366377232
2021-07-01,14560.05,0.00036070574655777676,83.55029408887485,81.03673677399915,71.60719644849094
2021-07-02,14727.63,0.011509575859973031,92.05294257874343,87.61211225233306,75.47781804734866
2021-07-06,14786.36,0.00398774276648739,93.5989852215181,89.18865664834804,76.6777730310884
2021-07-07,14814.11,0.0018767296346091644,94.2978533327118,89.91629144790433,77.24438034916624
