date,close,ROI,SMA_5,SMA_10,SMA_15,SMA_20,SMA_50,Entry_signal_long_1,Exit_signal_long_1
2021-01-14,12898.69,-0.005776332452829268,12954.419999999995,12872.033999999998,12840.813333333332,12808.921000000006,12405.975400000005,0,0
2021-01-15,12803.93,-0.0073464824722511155,12894.165999999996,12863.598999999998,12850.866000000002,12815.709500000008,12436.455800000005,0,1
2021-01-19,12996.54,0.01504303756737202,12912.976,12893.787,12869.901333333333,12827.933500000006,12460.846200000005,1,0
2021-01-20,13296.45,0.02307614180389539,12993.848000000002,12943.194,12900.407333333333,12855.847000000007,12485.213800000005,0,0
2021-01-21,13404.99,0.008163081123156779,13080.120000000004,13021.357999999998,12937.840666666665,12891.583500000008,12511.486600000006,0,0
2021-01-22,13366.4,-0.002878778723445552,13173.662000000002,13064.040999999996,12972.576666666666,12924.025500000007,12542.206800000005,0,0
2021-01-25,13483.29,0.008745062245630875,13309.534000000005,13101.85,13012.244,12965.533000000007,12579.386800000006,0,0
2021-01-26,13490.19,0.0005117445371269902,13408.264,13160.62,13065.279333333332,13004.492000000007,12611.332000000002,0,0
2021-01-27,13112.65,-0.027986262610089296,13371.503999999999,13182.675999999998,13085.963999999998,13018.18150000001,12637.042200000002,0,0
2021-01-28,13201.53,0.0067781874754531115,13330.812,13205.465999999995,13124.50933333333,13036.083500000012,12662.316000000004,0,0
2021-01-29,12925.38,-0.020918029955618863,13242.608000000002,13208.134999999998,13123.56333333333,13040.084500000012,12680.556000000004,0,1
2021-02-01,13248.9,0.025029825041894327,13195.73,13252.631999999998,13133.14333333333,13058.115500000013,12705.984200000004,1,0
2021-02-02,13456.12,0.015640543743254298,13188.915999999996,13298.589999999995,13170.051999999994,13096.188500000017,12737.212400000004,0,0
2021-02-03,13402.37,-0.003994464972072231,13246.859999999995,13309.181999999995,13204.070666666665,13126.188000000016,12765.551200000005,0,0
2021-02-04,13560.89,0.01182775882176057,13318.731999999998,13324.771999999995,13243.22133333333,13173.065000000017,12798.640200000005,0,0
2021-02-05,13603.96,0.003176045230069757,13454.448,13348.527999999995,13290.23933333333,13206.284500000018,12832.600600000005,0,0
2021-02-08,13695.02,0.0066936392050551685,13543.671999999999,13369.700999999995,13349.645333333328,13235.775500000018,12864.904800000006,0,0
2021-02-09,13687.08,-0.0005797727933219976,13589.864,13389.389999999996,13395.681333333328,13275.00500000002,12895.602000000004,0,0
2021-02-10,13655.27,-0.0023240895793696925,13640.444000000005,13443.651999999993,13419.60266666666,13313.164000000019,12923.543200000006,0,0
2021-02-11,13734.35,0.0057911707348152755,13675.136000000004,13496.933999999996,13441.559999999996,13351.200000000017,12952.863800000005,0,0
2021-02-12,13807.7,0.005340624055743426,13715.884000000002,13585.165999999996,13470.979999999996,13396.650500000018,12979.911200000004,0,0
2021-02-16,13773.77,-0.0024573245363094247,13731.634000000002,13637.652999999995,13490.345333333327,13445.14250000002,13006.258400000004,0,0
2021-02-17,13699.71,-0.005376886647591839,13734.16,13662.011999999993,13504.313333333324,13480.30100000002,13030.910000000005,0,0
2021-02-18,13637.51,-0.0045402420927157525,13730.607999999998,13685.525999999994,13539.303999999995,13497.35400000002,13053.090600000005,0,0
2021-02-19,13580.78,-0.004159850295251788,13699.893999999995,13687.514999999996,13564.587333333327,13506.143500000024,13072.776800000007,0,0
2021-02-22,13223.74,-0.026290095266987668,13583.102,13649.492999999995,13584.477999999996,13499.010500000022,13084.537200000004,0,1
2021-02-23,13194.71,-0.0021952942208482984,13467.29,13599.461999999996,13580.865333333326,13484.581500000024,13101.138600000006,0,0
2021-02-24,13302.19,0.008145688688876218,13387.785999999998,13560.972999999998,13570.603333333327,13475.181500000024,13119.147600000006,0,0
2021-02-25,12828.31,-0.03562420924674814,13225.946000000002,13478.276999999998,13532.33266666666,13460.964500000022,13128.205600000005,0,0
2021-02-26,12909.44,0.006324293691063021,13091.678,13395.785999999998,13488.90266666666,13446.360000000019,13137.150200000005,0,0
2021-03-01,13282.95,0.028933090823459517,13103.52,13343.310999999998,13467.501999999995,13464.23850000002,13150.890800000005,0,0
2021-03-02,13059.95,-0.0167884393150618,13076.568,13271.928999999998,13425.163999999995,13454.79100000002,13158.726600000002,0,0
2021-03-03,12683.33,-0.02883778268676385,12952.795999999998,13170.291,13358.247333333333,13416.151500000022,13157.352,0,0
2021-03-04,12464.0,-0.01729277721229361,12879.934,13052.94,13278.829333333333,13369.233000000022,13151.8684,0,0
2021-03-05,12668.51,0.016408055198973148,12831.747999999998,12961.713,13207.773333333333,13324.61400000002,13151.433399999998,0,0
2021-03-08,12299.08,-0.029161282581771638,12634.973999999998,12869.247,13107.198666666665,13259.370000000019,13143.063799999994,0,0
2021-03-09,12794.49,0.040280248603960615,12581.882,12829.225,13041.91333333333,13214.343500000019,13145.890799999996,0,0
2021-03-10,12752.07,-0.0033154897147131823,12595.63,12774.213,12978.73733333333,13167.593000000019,13146.711999999996,0,0
2021-03-11,13052.9,0.02359067978767371,12713.41,12796.671999999999,12939.76333333333,13137.47450000002,13150.992799999995,0,0
2021-03-12,12937.29,-0.008857035601283925,12767.166000000001,12799.457,12896.863999999998,13097.62150000002,13152.868799999995,0,0
2021-03-15,13082.54,0.0112272353792795,12923.857999999998,12779.416,12887.450666666666,13061.363500000018,13157.612399999998,1,0
2021-03-16,13152.28,0.005330769101413058,12995.416000000001,12788.649000000005,12884.622,13030.289000000019,13162.892399999995,0,0
2021-03-17,13202.38,0.003809225472693578,13085.478000000001,12840.554000000002,12877.968,13005.422500000019,13173.046799999995,0,0
2021-03-18,12789.14,-0.031300417046017485,13032.726,12873.068000000005,12875.356666666665,12963.004000000019,13172.781999999996,0,1
2021-03-19,12866.99,0.0060871958552335395,13018.666000000001,12892.916,12872.526666666665,12927.31450000002,13177.654799999995,0,0
2021-03-22,13086.51,0.01706071116865715,13019.46,12971.659,12859.430666666665,12920.453000000018,13180.593599999998,1,0
2021-03-23,13017.79,-0.005251209069492169,12992.562,12993.989,12856.619999999995,12911.607000000016,13178.8454,0,0
2021-03-24,12798.88,-0.01681621842109926,12911.862,12998.669999999998,12864.323333333332,12886.441500000017,13176.7732,0,1
2021-03-25,12780.51,-0.0014352818371606846,12910.136000000002,12971.431,12885.424,12884.051500000018,13174.541600000002,0,0
2021-03-26,12979.12,0.015540068432323915,12932.562000000002,12975.613999999998,12906.131333333333,12887.535500000016,13174.6514,1,0
2021-03-29,12965.74,-0.0010308865315985516,12908.408000000001,12963.933999999996,12950.575333333332,12871.675000000014,13175.992400000005,0,0
2021-03-30,12896.53,-0.005337913609250178,12884.156,12938.358999999995,12957.378,12863.504000000017,13177.844400000002,0,0
2021-03-31,13091.44,0.015113367704336024,12942.668,12927.264999999996,12980.002666666665,12883.909500000018,13179.7424,0,0
2021-04-01,13329.51,0.018185165268297387,13052.468,12981.301999999998,12998.443333333333,12927.185000000018,13180.4036,0,0
2021-04-05,13598.16,0.020154529311279926,13176.276000000002,13054.418999999994,13042.501333333332,12973.667500000014,13184.267000000002,0,0
2021-04-06,13578.46,-0.001448725415791552,13298.819999999998,13103.613999999998,13075.562666666665,13037.636500000017,13188.5082,0,0
2021-04-07,13616.7,0.0028162251094749897,13442.853999999998,13163.504999999996,13106.524,13078.747000000014,13191.176399999998,0,0
2021-04-08,13758.5,0.010413683197837864,13576.265999999998,13259.466999999995,13143.598666666665,13129.068500000014,13196.5426,0,0
2021-04-09,13845.05,0.006290656684958318,13679.374,13365.920999999993,13213.992666666665,13168.676000000012,13211.1906,0,0
2021-04-12,13819.35,-0.0018562590962112324,13723.612,13449.943999999996,13277.483333333332,13212.779000000011,13223.547,0,0
2021-04-13,13986.49,0.012094635420623943,13805.218,13552.018999999995,13337.481999999995,13257.976500000012,13244.7692,0,0
2021-04-14,13803.91,-0.013054025706235041,13842.66,13642.756999999996,13389.889999999996,13290.55800000001,13255.8694,0,0
2021-04-15,14026.19,0.016102683949692498,13896.198,13736.231999999995,13471.710666666662,13331.74850000001,13267.270799999998,0,0
2021-04-16,14041.91,0.0011207605201410953,13935.570000000003,13807.471999999994,13555.803999999995,13394.387000000008,13280.0616,0,0
2021-04-19,13907.67,-0.00955995302633328,13953.233999999999,13838.422999999995,13617.70733333333,13446.421000000008,13286.9972,0,0
2021-04-20,13809.3,-0.007073075504379967,13917.795999999998,13861.506999999996,13673.944666666664,13482.560500000007,13291.104,0,0
2021-04-21,13935.15,0.009113423562381984,13944.043999999998,13893.351999999993,13743.185999999994,13528.428500000007,13295.906600000002,0,0
2021-04-22,13762.36,-0.012399579480665723,13891.277999999995,13893.737999999996,13787.913999999995,13576.602500000008,13297.412200000002,0,0
2021-04-23,13941.44,0.013012303122429623,13871.183999999996,13903.376999999995,13828.70933333333,13634.649000000007,13303.1356,0,0
2021-04-26,14026.16,0.0060768471549566,13894.881999999998,13924.057999999995,13857.242666666665,13687.001000000007,13308.9718,0,0
2021-04-27,13960.28,-0.004696937722085015,13925.077999999998,13921.436999999994,13882.697333333332,13736.728000000006,13312.023400000005,0,0
2021-04-28,13901.62,-0.004201921451432167,13918.371999999998,13931.207999999995,13901.691999999995,13786.982500000007,13314.580400000004,0,0
2021-04-29,13970.21,0.00493395733734614,13959.941999999995,13925.609999999995,13915.805999999995,13830.921000000008,13319.990400000002,0,0
2021-04-30,13860.76,-0.007834527899007848,13943.805999999993,13907.494999999995,13916.85333333333,13857.483500000008,13324.455400000004,0,0
2021-05-03,13799.72,-0.004403798925888713,13898.517999999993,13896.699999999993,13915.544666666665,13867.561500000007,13328.8342,0,1
2021-05-04,13544.67,-0.018482259060328743,13815.395999999993,13870.236999999996,13886.089999999998,13865.872000000007,13335.252800000002,0,0
2021-05-05,13503.37,-0.003049169894873693,13735.745999999996,13827.058999999996,13866.053999999998,13860.205500000005,13341.426000000005,0,0
2021-05-06,13613.73,0.008172774648106174,13664.449999999993,13812.195999999994,13838.556666666665,13852.967000000004,13347.656800000004,0,0
2021-05-07,13719.63,0.0077789114372035515,13636.223999999995,13790.014999999996,13817.071333333333,13846.696000000005,13365.483200000002,0,0
2021-05-10,13359.08,-0.02627986323246323,13548.095999999996,13723.306999999995,13780.498666666665,13823.682500000004,13374.476000000002,0,0
2021-05-11,13351.27,-0.0005846210966623523,13509.415999999996,13662.405999999995,13749.96333333333,13791.921500000008,13375.842400000005,0,0
2021-05-12,13001.63,-0.026187770901195284,13409.068000000001,13572.406999999996,13687.728666666664,13751.80750000001,13374.676000000005,0,0
2021-05-13,13109.15,0.008269732333561208,13308.151999999998,13486.300999999996,13644.181333333332,13705.955500000013,13383.192400000007,0,0
2021-05-14,13393.12,0.02166196893009853,13242.849999999995,13439.536999999993,13607.626666666665,13673.516000000012,13401.774800000007,0,0
2021-05-17,13312.91,-0.005988895791272042,13233.615999999998,13390.855999999994,13560.076666666666,13643.778000000013,13414.662800000007,0,0
2021-05-18,13217.68,-0.0071532069247068905,13206.897999999996,13358.156999999992,13510.569999999998,13614.197000000013,13433.034800000007,0,0
2021-05-19,13237.91,0.0015305257806210724,13254.153999999995,13331.610999999995,13466.322666666665,13579.33500000001,13441.90320000001,0,0
2021-05-20,13494.09,0.01935199740744586,13331.141999999994,13319.646999999994,13434.581333333332,13565.921500000013,13456.743600000009,0,0
2021-05-21,13411.74,-0.006102671614017674,13334.865999999998,13288.857999999991,13404.646666666666,13539.436500000009,13463.92040000001,0,0
2021-05-24,13641.75,0.017149900012973784,13400.633999999995,13317.12499999999,13394.11533333333,13520.216000000013,13478.009600000007,1,0
2021-05-25,13657.73,0.0011714039621015804,13488.643999999995,13347.770999999993,13401.652666666665,13505.088500000007,13489.513400000007,0,0
2021-05-26,13702.74,0.003295569615155758,13581.609999999995,13417.881999999992,13414.943999999996,13495.14450000001,13500.522600000008,0,0
2021-05-27,13657.85,-0.0032759871383387647,13614.361999999996,13472.751999999993,13417.88533333333,13479.526500000007,13509.632000000007,0,0
2021-05-28,13686.51,0.0020984269119956878,13669.315999999995,13502.090999999995,13415.67733333333,13470.814000000008,13527.579400000004,0,0
2021-06-01,13654.59,-0.002332223481369633,13671.883999999995,13536.258999999995,13435.377999999995,13463.55750000001,13543.331400000005,0,0
2021-06-02,13675.79,0.0015525914729039858,13675.495999999996,13582.069999999994,13457.012666666666,13470.11350000001,13555.117000000006,0,0
2021-06-03,13529.68,-0.01068384349277085,13640.883999999995,13611.246999999996,13492.215999999995,13471.42900000001,13565.354800000005,0,0
2021-06-04,13770.77,0.017819342364342683,13663.467999999993,13638.914999999995,13536.323999999995,13479.281000000012,13584.792600000008,0,0
2021-06-07,13802.89,0.002332476687941121,13686.743999999995,13678.029999999993,13563.641999999994,13483.444000000012,13605.240200000007,0,0
2021-06-08,13810.86,0.0005774153094026957,13717.997999999996,13694.940999999993,13596.83866666666,13506.03300000001,13621.875000000007,0,0
2021-06-09,13814.94,0.0002954196914601859,13745.827999999998,13710.661999999993,13636.655999999995,13529.21650000001,13638.859000000004,0,0
2021-06-10,13960.35,0.010525561457378707,13831.962,13736.422999999993,13684.818666666662,13577.152500000007,13660.135400000005,0,0
2021-06-11,13998.3,0.002718413220298865,13877.468,13770.46799999999,13718.432666666662,13621.610000000004,13678.272600000008,0,0
2021-06-14,14128.2,0.009279698249073265,13942.53,13814.636999999993,13766.196666666665,13658.364000000007,13694.246400000005,0,0
2021-06-15,14030.41,-0.006921617757393085,13986.44,13852.218999999992,13792.10733333333,13694.239000000007,13702.891400000004,0,0
2021-06-16,13983.01,-0.0033783759704811844,14020.053999999998,13882.940999999993,13813.792666666664,13732.505500000007,13710.982400000004,0,0
2021-06-17,14163.81,0.012929977165145434,14060.745999999996,13946.353999999992,13844.530666666666,13778.800500000007,13721.92460000001,0,0
2021-06-18,14049.58,-0.008064920385122298,14071.001999999995,13974.234999999993,13870.645999999995,13806.575000000008,13727.746200000007,0,0
2021-06-21,14137.23,0.006238620656275895,14072.807999999995,14007.668999999994,13900.693999999996,13842.849500000008,13733.589800000007,0,0
2021-06-22,14270.42,0.00942122325236272,14120.809999999996,14053.624999999995,13941.749333333333,13874.283000000007,13742.611200000007,0,0
2021-06-23,14274.24,0.00026768658525822003,14179.055999999995,14099.554999999993,13981.645999999995,13905.108500000008,13748.366200000008,0,0
2021-06-24,14365.96,0.006425561010603653,14219.486,14140.11599999999,14037.397999999996,13938.26950000001,13759.607200000004,0,0
2021-06-25,14345.18,-0.0014464748614083645,14278.605999999994,14174.803999999993,14075.691999999995,13972.63600000001,13765.987000000006,0,0
2021-06-28,14524.98,0.01253382669300773,14356.155999999995,14214.481999999993,14123.831333333332,14014.559500000007,13775.648400000007,0,0
2021-06-29,14572.75,0.003288816920918425,14416.621999999998,14268.715999999993,14174.624,14060.467500000008,13788.950000000004,0,0
2021-06-30,14554.8,-0.0012317510421849807,14472.733999999995,14325.89499999999,14223.948,14104.418000000007,13803.860000000008,0,0
2021-07-01,14560.05,0.0003607057465577768,14511.551999999994,14365.518999999991,14263.927999999994,14155.936500000007,13816.358000000007,0,0
2021-07-02,14727.63,0.011509575859973031,14588.041999999998,14433.32399999999,14312.549999999996,14203.779500000008,13835.663400000007,0,0
2021-07-06,14786.36,0.00398774276648739,14640.318000000001,14498.23699999999,14356.427333333333,14252.953000000005,13852.561800000007,0,0
2021-07-07,14814.11,0.0018767296346091644,14688.59,14552.60599999999,14408.673999999995,14303.115500000005,13868.320800000007,0,0
